website,address,houseNr,postnum,city,suggest_price,latest_price,priceOfferDueDate,yearbuilt,insidem2,outsidem2,roomqty,floorlevels,img_urls
Skyn,Heiðavegur ,26,,Saltangará,9000000,,,1951,672,539,,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/heidavegur_26_saltangara/01.JPG&Width=360&Height=248&Crop=6
Skyn,Kongagøta ,1,,Tórshavn,3495000,,,1925,156,123,3,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/kongagota_1/01_1.JPG&Width=360&Height=248&Crop=6
Skyn,Lýðarsvegur ,42,,Toftir,500000,,,,,676,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/Lydarvegur_42/01.JPEG&Width=360&Height=248&Crop=6
Skyn,Landavegur ,94B,,Tórshavn,4200000,,,2023,117,,3,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Landavegur_94B_3_1/05.jpg&Width=360&Height=248&Crop=6
Skyn,Meinhartstrøð ,9,,Tórshavn,2000000,,,,,617,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Meinhartstrød_9_Tórshavn/IMG_4053.JPG&Width=360&Height=248&Crop=6
Skyn,Ryskigøta ,34,,Tórshavn,1595000,,,,,488,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/ryskigota_34/01.jpg&Width=360&Height=248&Crop=6
Skyn,Vesturgøta ,24,,Tórshavn,1760000,,,1989,42,,1,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/vesturgota_24_1.2/01V.jpg&Width=360&Height=248&Crop=6
Skyn,Íbúð ,1,,Norðragøta,2100000,,,2023,81,,2,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/I_Palslida_2og4_nordragota/01.bmp&Width=360&Height=248&Crop=6
Skyn,Lýðarsvegur ,48B,,Toftir,2000000,,,2021,150,341,,2,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/lydarsvegur_48b_toftir/01.JPEG&Width=360&Height=248&Crop=6
Skyn,Íbúð ,2,,Norðragøta,2100000,,,2023,81,,2,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/I_Palslida_2og4_nordragota/01.bmp&Width=360&Height=248&Crop=6
Skyn,Íbúð ,3,,Norðragøta,2100000,,,2023,81,,2,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/I_Palslida_2og4_nordragota/01.bmp&Width=360&Height=248&Crop=6
Skyn,Íbúð ,4,,Norðragøta,2100000,,,2023,81,,2,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/I_Palslida_2og4_nordragota/01.bmp&Width=360&Height=248&Crop=6
Skyn,Undir Ryggi ,12,,Tórshavn,3995000,,,1900,59,40,2,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/undir_ryggi_12/01.jpg&Width=360&Height=248&Crop=6
Skyn,Leirvíksvegur ,9,,Skopun,1585000,1200000,,1949,211,926,3,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sandoy-og-Skuvoy/Leirviksvegur_9_Skopun/01v.JPG&Width=360&Height=248&Crop=6
Skyn,Landavegur ,61,,Tórshavn,3675000,3200000,,1936,172,815,4,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/landavegur_61/01.JPG&Width=360&Height=248&Crop=6
Skyn,í Homrum ,25,,Kollafjørður,1395000,,,1910,193,450,,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Nordstreymoy/i_homrum_25_kollafjordur/02v.jpg&Width=360&Height=248&Crop=6
Skyn,Niels Finsens gøta ,23A,,Tórshavn,7495000,,,,332,179,,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Niels_Finsens_gota_23A_nyta_hetta/01v.jpg&Width=360&Height=248&Crop=6
Skyn,við Krossá ,6,,Kaldbak,330000,,,,,,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Kaldbak/vid_krossa_6/01v.jpg&Width=360&Height=248&Crop=6
Skyn,Niðari Vegur ,78,,Skipanes,3600000,,,2022,132,13693,3,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/nidari_vegur_78_skipanes/01.jpg&Width=360&Height=248&Crop=6
Skyn,matr.nr. ,58a,,Oyrarbakki,450000,,,,,4792,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/matrnr_58a_oyri/01.JPG&Width=360&Height=248&Crop=6
Skyn,Hagabrekka ,28,,Skálavík,1995000,,,1980,272,500,3,2,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sandoy-og-Skuvoy/hagabrekka_28_skalavik/01.JPG&Width=360&Height=248&Crop=6
Skyn,Geilin ,33,,Vágur,1295000,,,1978,237,1667,6,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Suduroy/geilin_33_vagur/01.jpg&Width=360&Height=248&Crop=6
Skyn,matr.nr. ,208p,,Miðvágur,500000,,,,,21129,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Vagar/matrnr_208p_midvagur/01.JPG&Width=360&Height=248&Crop=6
Skyn,Hjaltarók ,4,,Tórshavn,1850000,,,,,602,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Hjaltarok_4_torshavn/01.JPG&Width=360&Height=248&Crop=6
Skyn,Ovastuhjallar ,9,,Sandavágur,375000,250000,,,,1508,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Vagar/ovastuhjallar_9_sandavagur/01.JPG&Width=360&Height=248&Crop=6
Skyn,matr.nr. ,1350a,,Tórshavn,5400000,,,,,7583,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/matrnr1350a/01.jpg&Width=360&Height=248&Crop=6
Skyn,Salvarávegur ,9,,Syðrugøta,1800000,,,,,622,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/salvaravegur_9/01_1.JPG&Width=360&Height=248&Crop=6
Skyn,matr.nr. ,31,,Ørðavík,300000,,,,,5776,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Suduroy/matr_31_ordavik/01.jpg&Width=360&Height=248&Crop=6
Skyn,matr. ,144i,,Klaksvík,400000,,,,,569,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Nordoyggjar/matr_144i_Klaksvik/Myndir/01.jpg&Width=360&Height=248&Crop=6
Skyn,matr.nr. ,159d,,Nólsoy,600000,,,,,709,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Nolsoy-og-Hestoy/Valagøta_13_grundøki_Nolsoy/01-2.jpg&Width=360&Height=248&Crop=6
Skyn,matr.nr. ,21f,,Leynar,390000,300000,,,,912,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Nordstreymoy/matrnr.21f_leynar/IMG_1011.JPG&Width=360&Height=248&Crop=6
Skyn,matr.nr. ,240a,,Skála,3595000,,,,,6213,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/matr.nr.240a_240g_skala/kopi 3.jpg&Width=360&Height=248&Crop=6
Skyn,Traðagøta ,37,,Klaksvík,400000,,,,,498,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Nordoyggjar/Tradagota_37_Klaksvik_/1.JPG&Width=360&Height=248&Crop=6
Skyn,Ólavsvegur ,6,,Toftir,350000,,,,,688,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/Olavsvegur_6_toftir/10.JPEG&Width=360&Height=248&Crop=6
Skyn,Jørð til grundøkir omanfyri Múlaklett,,,Eiði,3000000,,,,,27000,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Eysturoy/matr_434a_eidi/03.JPG&Width=360&Height=248&Crop=6
Skyn: Selt,Øksnagerði ,8,,Tórshavn,3395000,,,1990,147,302,4,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Oksnagerdi_8/01.PNG&Width=360&Height=248&Crop=6
Skyn: Selt,Heiðagøta ,7A,,Argir,3500000,,,1986,233,781,5,2,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Argir/heidagota_7a/01.JPG&Width=360&Height=248&Crop=6
Skyn: Nyggj bod,Blómubrekka ,120,,Tórshavn,2995000,3195000,2023-10-26 10:00:00,2008,106,,2,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/blomubrekka_120/01v.jpg&Width=360&Height=248&Crop=6
Skyn: Nyggj ogn,Jatnavegur ,33,,Miðvágur,1850000,,,1947,338,198,5,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Vagar/jatnavegur_33_midvagur/01.JPG&Width=360&Height=248&Crop=6
Skyn: Nyggj ogn,Lágabø ,15,,Vágur,1200000,,,1930,179,230,2,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Suduroy/Lagabo_15_Vagur/01.jpg&Width=360&Height=248&Crop=6
Skyn: Nyggj ogn,Berjabrekka ,183,,Tórshavn,2490000,,,1987,65,,2,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/berjabrekka_183/01.jpg&Width=360&Height=248&Crop=6
Skyn: Nyggj ogn,Bakkavegur ,25,,Porkeri,695000,,,1920,131,300,4,3,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Suduroy/bakkavegur_25_porkeri/01.jpg&Width=360&Height=248&Crop=6
Skyn: Nytt bod,Klaksvíksvegur ,59,,Klaksvík,850000,,,,,757,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Nordoyggjar/klaksviksvegur_59_klaksvik/01.JPEG&Width=360&Height=248&Crop=6
Skyn: Nytt bod,Liljugøta ,7,,Tórshavn,4795000,,,2022,198,510,3,1,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Liljugota_7/01v.jpg&Width=360&Height=248&Crop=6
Skyn: Fasturprisur,Ryskigøta ,41,,Tórshavn,1700000,,,,,403,,,https://www.skyn.fo/admin/public/getimage.ashx?&Image=/Files/Images/Ognir/Sudurstreymoy/Torshavn/Ryskigota_41/01.jpg&Width=360&Height=248&Crop=6
